1e+07,-35.123
1.1e+07,-40.255
1.2e+07,-41.728
1.3e+07,-42.963
1.4e+07,-44.223
1.5e+07,-32.967
1.6e+07,-39.123
1.7e+07,-42.95
1.8e+07,-39.974
1.9e+07,-34.674
2e+07,-37.65
2.1e+07,-41
2.2e+07,-42.502
2.3e+07,-43.665
2.4e+07,-35.274
2.5e+07,-40.443
2.6e+07,-43.066
2.7e+07,-41.589
2.8e+07,-32.874
2.9e+07,-40.977
3e+07,-42.215
3.1e+07,-53.652
3.2e+07,-33.704
3.3e+07,-39.111
3.4e+07,-46.062
3.5e+07,-38.05
3.6e+07,-34.588
3.7e+07,-39.278
3.8e+07,-41.481
3.9e+07,-40.204
4e+07,-37.063
4.1e+07,-43.282
4.2e+07,-37.597
4.3e+07,-44.446
4.4e+07,-38.247
4.5e+07,-35.349
4.6e+07,-38.534
4.7e+07,-41.85
4.8e+07,-42.396
4.9e+07,-42.079
5e+07,-33.187
5.1e+07,-40.049
5.2e+07,-38.026
5.3e+07,-40.57
5.4e+07,-35.51
5.5e+07,-37.386
5.6e+07,-41.641
5.7e+07,-43.375
5.8e+07,-41.193
5.9e+07,-38.008
6e+07,-37.847
6.1e+07,-41.853
6.2e+07,-40.152
6.3e+07,-36.622
6.4e+07,-35.45
6.5e+07,-39.152
6.6e+07,-43.428
6.7e+07,-42.459
6.8e+07,-35.577
6.9e+07,-39.284
7e+07,-37.594
7.1e+07,-39.659
7.2e+07,-36.329
7.3e+07,-39.779
7.4e+07,-41.189
7.5e+07,-40.114
7.6e+07,-38.825
7.7e+07,-40.066
7.8e+07,-39.32
7.9e+07,-40.274
8e+07,-38.316
8.1e+07,-40.424
8.2e+07,-40.754
8.3e+07,-39.742
8.4e+07,-39.248
8.5e+07,-39.282
8.6e+07,-40.612
8.7e+07,-40.714
8.8e+07,-40.055
8.9e+07,-40.43
9e+07,-41.094
9.1e+07,-40.795
9.2e+07,-38.962
9.3e+07,-39.534
9.4e+07,-42.68
9.5e+07,-38.163
9.6e+07,-39.964
9.7e+07,-37.437
9.8e+07,-39.252
9.9e+07,-40.084
1e+08,-40.306
1.01e+08,-39.827
1.02e+08,-39.13
