1e+07,-28.021
1.1e+07,-33.146
1.2e+07,-34.665
1.3e+07,-35.886
1.4e+07,-37.148
1.5e+07,-25.897
1.6e+07,-32.042
1.7e+07,-35.885
1.8e+07,-32.888
1.9e+07,-27.597
2e+07,-30.568
2.1e+07,-33.907
2.2e+07,-35.419
2.3e+07,-36.589
2.4e+07,-28.181
2.5e+07,-33.354
2.6e+07,-35.981
2.7e+07,-34.499
2.8e+07,-25.772
2.9e+07,-33.881
3e+07,-35.112
3.1e+07,-46.555
3.2e+07,-26.608
3.3e+07,-32.014
3.4e+07,-38.959
3.5e+07,-30.945
3.6e+07,-27.481
3.7e+07,-32.166
3.8e+07,-34.366
3.9e+07,-33.089
4e+07,-29.945
4.1e+07,-36.163
4.2e+07,-30.48
4.3e+07,-37.318
4.4e+07,-31.131
4.5e+07,-28.227
4.6e+07,-31.404
4.7e+07,-34.725
4.8e+07,-35.262
4.9e+07,-34.949
5e+07,-26.052
5.1e+07,-32.921
5.2e+07,-30.898
5.3e+07,-33.436
5.4e+07,-28.376
5.5e+07,-30.249
5.6e+07,-34.502
5.7e+07,-36.237
5.8e+07,-34.051
5.9e+07,-30.865
6e+07,-30.703
6.1e+07,-34.71
6.2e+07,-33.008
6.3e+07,-29.473
6.4e+07,-28.302
6.5e+07,-32.001
6.6e+07,-36.284
6.7e+07,-35.305
6.8e+07,-28.422
6.9e+07,-32.131
7e+07,-30.441
7.1e+07,-32.502
7.2e+07,-29.174
7.3e+07,-32.623
7.4e+07,-34.033
7.5e+07,-32.954
7.6e+07,-31.664
7.7e+07,-32.91
7.8e+07,-32.16
7.9e+07,-33.11
8e+07,-31.151
8.1e+07,-33.262
8.2e+07,-33.585
8.3e+07,-32.576
8.4e+07,-32.077
8.5e+07,-32.114
8.6e+07,-33.444
8.7e+07,-33.541
8.8e+07,-32.882
8.9e+07,-33.261
9e+07,-33.918
9.1e+07,-33.619
9.2e+07,-31.786
9.3e+07,-32.355
9.4e+07,-35.5
9.5e+07,-30.983
9.6e+07,-32.783
9.7e+07,-30.249
9.8e+07,-32.069
9.9e+07,-32.899
1e+08,-33.118
1.01e+08,-32.638
1.02e+08,-31.941
1.03e+08,-32.07
1.04e+08,-32.495
1.05e+08,-32.781
1.06e+08,-31.692
1.07e+08,-31.85
1.08e+08,-31.151
1.09e+08,-32.961
1.1e+08,-32.253
1.11e+08,-32.333
1.12e+08,-32.72
1.13e+08,-32.325
1.14e+08,-32.382
1.15e+08,-31.933
1.16e+08,-32.17
1.17e+08,-32.688
1.18e+08,-31.481
1.19e+08,-32.828
1.2e+08,-32.973
1.21e+08,-32.993
1.22e+08,-31.99
1.23e+08,-33.028
1.24e+08,-33.016
1.25e+08,-32.285
1.26e+08,-31.722
1.27e+08,-32.184
1.28e+08,-33.338
1.29e+08,-31.344
1.3e+08,-30.908
1.31e+08,-32.432
1.32e+08,-32.338
1.33e+08,-32.415
1.34e+08,-32.311
1.35e+08,-32.302
1.36e+08,-31.725
1.37e+08,-31.658
1.38e+08,-32.301
1.39e+08,-31.327
1.4e+08,-31.343
1.41e+08,-31.347
1.42e+08,-30.655
1.43e+08,-31.077
1.44e+08,-32.156
1.45e+08,-31.944
1.46e+08,-31.827
1.47e+08,-31.685
1.48e+08,-31.658
1.49e+08,-32.027
1.5e+08,-32.046
1.51e+08,-31.623
1.52e+08,-31.524
1.53e+08,-31.875
1.54e+08,-33.027
1.55e+08,-31.092
1.56e+08,-32.485
1.57e+08,-31.539
1.58e+08,-32.094
1.59e+08,-31.38
1.6e+08,-31.501
1.61e+08,-32.114
1.62e+08,-32.198
1.63e+08,-33.003
1.64e+08,-31.351
1.65e+08,-30.79
1.66e+08,-32.777
1.67e+08,-32.706
1.68e+08,-31.929
1.69e+08,-31.537
1.7e+08,-31.477
1.71e+08,-31.469
1.72e+08,-32.005
1.73e+08,-32.08
1.74e+08,-32.117
1.75e+08,-31.142
1.76e+08,-30.81
1.77e+08,-33.359
1.78e+08,-32.931
1.79e+08,-32.209
1.8e+08,-31.536
1.81e+08,-31.166
1.82e+08,-31.642
1.83e+08,-31.851
1.84e+08,-32.135
1.85e+08,-31.268
1.86e+08,-31.052
1.87e+08,-31.269
1.88e+08,-32.905
1.89e+08,-33.096
1.9e+08,-31.906
1.91e+08,-31.986
1.92e+08,-31.309
1.93e+08,-31.242
1.94e+08,-31.633
1.95e+08,-31.812
1.96e+08,-31.424
1.97e+08,-31.525
1.98e+08,-32.015
1.99e+08,-31.964
2e+08,-32.071
2.01e+08,-31.684
2.02e+08,-31.554
2.03e+08,-30.861
2.04e+08,-31.384
2.05e+08,-31.302
2.06e+08,-31.661
2.07e+08,-31.62
2.08e+08,-31.742
2.09e+08,-31.719
2.1e+08,-30.917
2.11e+08,-34.451
2.12e+08,-33.182
2.13e+08,-31.559
2.14e+08,-31.103
2.15e+08,-30.892
2.16e+08,-31.305
2.17e+08,-31.801
2.18e+08,-31.638
2.19e+08,-31.195
2.2e+08,-31.133
2.21e+08,-31.07
2.22e+08,-31.098
2.23e+08,-32.952
2.24e+08,-31.929
2.25e+08,-31.103
2.26e+08,-31.331
2.27e+08,-30.928
2.28e+08,-31.654
2.29e+08,-31.641
2.3e+08,-31.409
2.31e+08,-31.331
2.32e+08,-31.278
2.33e+08,-31.684
2.34e+08,-31.971
2.35e+08,-31.669
2.36e+08,-30.928
2.37e+08,-30.346
2.38e+08,-31.144
2.39e+08,-31.199
2.4e+08,-31.608
2.41e+08,-40.701-27.288i
2.42e+08,-58.298-27.288i
2.43e+08,-68.129-27.288i
2.44e+08,-75.175-27.288i
2.45e+08,-80.694-27.288i
2.46e+08,-85.238-27.288i
2.47e+08,-89.102-27.288i
2.48e+08,-92.464-27.288i
2.49e+08,-95.442-27.288i
2.5e+08,-98.111-27.288i
2.51e+08,-100.53-27.288i
2.52e+08,-102.74-27.288i
2.53e+08,-104.78-27.288i
2.54e+08,-106.67-27.288i
2.55e+08,-108.43-27.288i
2.56e+08,-110.09-27.288i
2.57e+08,-111.64-27.288i
2.58e+08,-113.1-27.288i
2.59e+08,-114.48-27.288i
2.6e+08,-115.8-27.288i
2.61e+08,-117.05-27.288i
2.62e+08,-118.24-27.288i
2.63e+08,-119.39-27.288i
2.64e+08,-120.48-27.288i
2.65e+08,-121.53-27.288i
2.66e+08,-122.53-27.288i
2.67e+08,-123.5-27.288i
2.68e+08,-124.44-27.288i
2.69e+08,-125.34-27.288i
2.7e+08,-126.21-27.288i
2.71e+08,-127.06-27.288i
2.72e+08,-127.87-27.288i
2.73e+08,-128.67-27.288i
2.74e+08,-129.43-27.288i
2.75e+08,-130.18-27.288i
2.76e+08,-130.91-27.288i
2.77e+08,-131.61-27.288i
2.78e+08,-132.29-27.288i
2.79e+08,-132.96-27.288i
2.8e+08,-133.61-27.288i
2.81e+08,-134.25-27.288i
2.82e+08,-134.87-27.288i
2.83e+08,-135.48-27.288i
2.84e+08,-136.07-27.288i
2.85e+08,-136.65-27.288i
2.86e+08,-137.21-27.288i
2.87e+08,-137.77-27.288i
2.88e+08,-138.31-27.288i
2.89e+08,-138.84-27.288i
2.9e+08,-139.36-27.288i
2.91e+08,-139.87-27.288i
2.92e+08,-140.37-27.288i
2.93e+08,-140.85-27.288i
2.94e+08,-141.34-27.288i
2.95e+08,-141.81-27.288i
2.96e+08,-142.27-27.288i
2.97e+08,-142.73-27.288i
2.98e+08,-143.18-27.288i
2.99e+08,-143.61-27.288i
3e+08,-144.05-27.288i
3.01e+08,-144.48-27.288i
3.02e+08,-144.89-27.288i
3.03e+08,-145.3-27.288i
3.04e+08,-145.71-27.288i
3.05e+08,-146.11-27.288i
3.06e+08,-146.5-27.288i
3.07e+08,-146.89-27.288i
3.08e+08,-147.27-27.288i
3.09e+08,-147.64-27.288i
3.1e+08,-148.01-27.288i
3.11e+08,-148.38-27.288i
3.12e+08,-148.74-27.288i
3.13e+08,-149.09-27.288i
3.14e+08,-149.44-27.288i
3.15e+08,-149.79-27.288i
3.16e+08,-150.13-27.288i
3.17e+08,-150.46-27.288i
3.18e+08,-150.8-27.288i
3.19e+08,-151.12-27.288i
3.2e+08,-151.45-27.288i
3.21e+08,-151.77-27.288i
3.22e+08,-152.08-27.288i
3.23e+08,-152.39-27.288i
3.24e+08,-152.7-27.288i
3.25e+08,-153-27.288i
3.26e+08,-153.31-27.288i
3.27e+08,-153.6-27.288i
3.28e+08,-153.89-27.288i
3.29e+08,-154.18-27.288i
3.3e+08,-154.47-27.288i
3.31e+08,-154.75-27.288i
3.32e+08,-155.03-27.288i
3.33e+08,-155.31-27.288i
3.34e+08,-155.58-27.288i
3.35e+08,-155.86-27.288i
3.36e+08,-156.12-27.288i
3.37e+08,-156.39-27.288i
3.38e+08,-156.65-27.288i
3.39e+08,-156.91-27.288i
3.4e+08,-157.17-27.288i
3.41e+08,-157.43-27.288i
3.42e+08,-157.68-27.288i
3.43e+08,-157.93-27.288i
3.44e+08,-158.18-27.288i
3.45e+08,-158.42-27.288i
3.46e+08,-158.67-27.288i
3.47e+08,-158.91-27.288i
3.48e+08,-159.15-27.288i
3.49e+08,-159.38-27.288i
3.5e+08,-159.61-27.288i
3.51e+08,-159.85-27.288i
3.52e+08,-160.08-27.288i
3.53e+08,-160.3-27.288i
3.54e+08,-160.53-27.288i
3.55e+08,-160.75-27.288i
3.56e+08,-160.98-27.288i
3.57e+08,-161.2-27.288i
3.58e+08,-161.41-27.288i
3.59e+08,-161.63-27.288i
3.6e+08,-161.84-27.288i
3.61e+08,-162.06-27.288i
3.62e+08,-162.27-27.288i
3.63e+08,-162.48-27.288i
3.64e+08,-162.68-27.288i
3.65e+08,-162.89-27.288i
3.66e+08,-163.09-27.288i
3.67e+08,-163.3-27.288i
3.68e+08,-163.5-27.288i
3.69e+08,-163.7-27.288i
3.7e+08,-163.89-27.288i
3.71e+08,-164.09-27.288i
3.72e+08,-164.28-27.288i
3.73e+08,-164.48-27.288i
3.74e+08,-164.67-27.288i
3.75e+08,-164.86-27.288i
3.76e+08,-165.05-27.288i
3.77e+08,-165.24-27.288i
3.78e+08,-165.42-27.288i
3.79e+08,-165.6-27.288i
3.8e+08,-165.79-27.288i
3.81e+08,-165.97-27.288i
3.82e+08,-166.15-27.288i
3.83e+08,-166.33-27.288i
3.84e+08,-166.51-27.288i
3.85e+08,-166.69-27.288i
3.86e+08,-166.86-27.288i
3.87e+08,-167.04-27.288i
3.88e+08,-167.21-27.288i
3.89e+08,-167.38-27.288i
3.9e+08,-167.55-27.288i
3.91e+08,-167.72-27.288i
3.92e+08,-167.89-27.288i
3.93e+08,-168.06-27.288i
3.94e+08,-168.23-27.288i
3.95e+08,-168.39-27.288i
3.96e+08,-168.55-27.288i
3.97e+08,-168.72-27.288i
3.98e+08,-168.88-27.288i
3.99e+08,-169.04-27.288i
4e+08,-169.2-27.288i
4.01e+08,-169.36-27.288i
4.02e+08,-169.52-27.288i
4.03e+08,-169.67-27.288i
4.04e+08,-169.83-27.288i
4.05e+08,-169.98-27.288i
4.06e+08,-170.14-27.288i
4.07e+08,-170.3-27.288i
4.08e+08,-170.45-27.288i
4.09e+08,-170.6-27.288i
4.1e+08,-170.75-27.288i
4.11e+08,-170.89-27.288i
4.12e+08,-171.05-27.288i
4.13e+08,-171.19-27.288i
4.14e+08,-171.34-27.288i
4.15e+08,-171.49-27.288i
4.16e+08,-171.63-27.288i
4.17e+08,-171.78-27.288i
4.18e+08,-171.92-27.288i
4.19e+08,-172.06-27.288i
4.2e+08,-172.2-27.288i
4.21e+08,-172.35-27.288i
4.22e+08,-172.49-27.288i
4.23e+08,-172.63-27.288i
4.24e+08,-172.77-27.288i
4.25e+08,-172.9-27.288i
4.26e+08,-173.04-27.288i
4.27e+08,-173.18-27.288i
