5.001e+07,-43.258
5.0024e+07,-43.257
5.0038e+07,-43.252
5.0053e+07,-43.245
5.0067e+07,-43.233
5.0081e+07,-43.217
5.0095e+07,-43.197
5.0109e+07,-43.172
5.0124e+07,-43.144
5.0138e+07,-43.111
5.0152e+07,-43.074
5.0166e+07,-43.032
5.018e+07,-42.982
5.0195e+07,-42.926
5.0209e+07,-42.865
5.0223e+07,-42.796
5.0237e+07,-42.716
5.0251e+07,-42.63
5.0266e+07,-42.536
5.028e+07,-42.432
5.0294e+07,-42.317
5.0308e+07,-42.186
5.0322e+07,-42.046
5.0336e+07,-41.894
5.0351e+07,-41.728
5.0365e+07,-41.546
5.0379e+07,-41.348
5.0393e+07,-41.134
5.0407e+07,-40.903
5.0422e+07,-40.65
5.0436e+07,-40.377
5.045e+07,-40.081
5.0464e+07,-39.765
5.0478e+07,-39.43
5.0493e+07,-39.071
5.0507e+07,-38.7
5.0521e+07,-38.307
5.0535e+07,-37.89
5.0549e+07,-37.454
5.0564e+07,-37.023
5.0578e+07,-36.585
5.0592e+07,-36.152
5.0606e+07,-35.734
5.062e+07,-35.342
5.0634e+07,-35.007
5.0649e+07,-34.727
5.0663e+07,-34.513
5.0677e+07,-34.377
5.0691e+07,-34.318
5.0705e+07,-34.335
5.072e+07,-34.421
5.0734e+07,-34.564
5.0748e+07,-34.753
5.0762e+07,-34.97
5.0776e+07,-35.21
5.0791e+07,-35.464
5.0805e+07,-35.721
5.0819e+07,-35.981
5.0833e+07,-36.232
5.0847e+07,-36.471
5.0862e+07,-36.7
5.0876e+07,-36.921
5.089e+07,-37.127
5.0904e+07,-37.316
5.0918e+07,-37.491
5.0933e+07,-37.657
5.0947e+07,-37.806
5.0961e+07,-37.942
5.0975e+07,-38.067
5.0989e+07,-38.179
5.1003e+07,-38.28
5.1018e+07,-38.369
5.1032e+07,-38.447
5.1046e+07,-38.515
5.106e+07,-38.572
5.1074e+07,-38.621
5.1089e+07,-38.659
5.1103e+07,-38.687
5.1117e+07,-38.707
5.1131e+07,-38.717
5.1145e+07,-38.718
5.116e+07,-38.711
5.1174e+07,-38.694
5.1188e+07,-38.668
5.1202e+07,-38.633
5.1216e+07,-38.589
5.1231e+07,-38.536
5.1245e+07,-38.472
5.1259e+07,-38.398
5.1273e+07,-38.313
5.1287e+07,-38.218
5.1302e+07,-38.113
5.1316e+07,-37.994
5.133e+07,-37.861
5.1344e+07,-37.715
5.1358e+07,-37.553
5.1372e+07,-37.376
5.1387e+07,-37.18
5.1401e+07,-36.966
5.1415e+07,-36.733
5.1429e+07,-36.477
5.1443e+07,-36.19
5.1458e+07,-35.874
5.1472e+07,-35.528
5.1486e+07,-35.146
5.15e+07,-34.721
5.1514e+07,-34.241
5.1529e+07,-33.708
5.1543e+07,-33.108
5.1557e+07,-32.421
5.1571e+07,-31.658
5.1585e+07,-30.781
5.16e+07,-29.768
5.1614e+07,-28.617
5.1628e+07,-27.404
5.1642e+07,-26.202
5.1656e+07,-25.363
5.167e+07,-25.312
5.1685e+07,-26.265
5.1699e+07,-27.939
5.1713e+07,-29.762
5.1727e+07,-31.552
5.1741e+07,-33.243
5.1756e+07,-34.791
5.177e+07,-36.211
5.1784e+07,-37.53
5.1798e+07,-38.761
5.1812e+07,-39.898
5.1827e+07,-40.992
5.1841e+07,-42.018
5.1855e+07,-42.982
5.1869e+07,-43.894
5.1883e+07,-44.761
5.1898e+07,-45.562
5.1912e+07,-46.31
5.1926e+07,-47.008
5.194e+07,-47.642
5.1954e+07,-48.224
5.1969e+07,-48.751
5.1983e+07,-49.217
5.1997e+07,-49.623
5.2011e+07,-49.959
5.2025e+07,-50.234
5.2039e+07,-50.464
5.2054e+07,-50.649
5.2068e+07,-50.778
5.2082e+07,-50.858
5.2096e+07,-50.903
5.211e+07,-50.92
5.2125e+07,-50.911
5.2139e+07,-50.887
5.2153e+07,-50.844
5.2167e+07,-50.784
5.2181e+07,-50.711
5.2196e+07,-50.637
5.221e+07,-50.553
5.2224e+07,-50.463
5.2238e+07,-50.369
5.2252e+07,-50.273
5.2267e+07,-50.176
5.2281e+07,-50.079
5.2295e+07,-49.985
5.2309e+07,-49.892
5.2323e+07,-49.798
5.2337e+07,-49.704
5.2352e+07,-49.614
5.2366e+07,-49.527
5.238e+07,-49.438
5.2394e+07,-49.353
5.2408e+07,-49.272
5.2423e+07,-49.191
5.2437e+07,-49.111
5.2451e+07,-49.035
5.2465e+07,-48.962
5.2479e+07,-48.889
5.2494e+07,-48.819
5.2508e+07,-48.753
5.2522e+07,-48.685
5.2536e+07,-48.62
5.255e+07,-48.558
5.2565e+07,-48.498
5.2579e+07,-48.439
5.2593e+07,-48.383
5.2607e+07,-48.328
5.2621e+07,-48.274
5.2636e+07,-48.223
5.265e+07,-48.171
5.2664e+07,-48.121
5.2678e+07,-48.073
5.2692e+07,-48.026
5.2706e+07,-47.978
5.2721e+07,-47.934
5.2735e+07,-47.891
5.2749e+07,-47.848
5.2763e+07,-47.807
5.2777e+07,-47.765
5.2792e+07,-47.726
5.2806e+07,-47.688
5.282e+07,-47.651
5.2834e+07,-47.615
5.2848e+07,-47.58
5.2863e+07,-47.546
5.2877e+07,-47.513
5.2891e+07,-47.482
5.2905e+07,-47.452
5.2919e+07,-47.423
5.2934e+07,-47.395
5.2948e+07,-47.371
5.2962e+07,-47.345
5.2976e+07,-47.321
5.299e+07,-47.299
5.3004e+07,-47.278
5.3019e+07,-47.258
5.3033e+07,-47.241
5.3047e+07,-47.225
5.3061e+07,-47.208
5.3075e+07,-47.194
